Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Attendance Rate
8,75,Yes,4,1,70.0,85
1,89,Yes,5,2,69.0,78
7,42,Yes,6,3,35.0,68
2,40,Yes,6,8,20.0,64
9,56,Yes,9,5,55.0,58
1,46,No,8,9,19.0,67
6,87,Yes,6,4,74.0,77
9,44,No,5,8,42.0,62
1,58,No,6,7,34.0,54
4,78,No,7,5,59.0,63
4,85,No,4,2,67.0,70
9,73,Yes,4,6,70.0,78
5,74,Yes,5,9,61.0,98
5,88,Yes,8,5,76.0,82
6,55,Yes,4,7,44.0,75
1,79,Yes,6,5,50.0,80
1,89,No,7,9,68.0,84
9,86,Yes,8,3,87.0,90
3,78,Yes,8,9,60.0,69
4,66,No,8,6,47.0,88
1,80,Yes,4,6,55.0,94
9,77,Yes,9,7,73.0,70
8,89,No,8,1,87.0,82
2,89,Yes,5,5,66.0,80
8,64,No,6,2,56.0,70
7,65,No,9,7,59.0,84
6,95,Yes,7,3,83.0,83
1,53,No,6,3,26.0,86
7,53,Yes,5,1,41.0,83
7,53,Yes,5,5,45.0,76
9,64,Yes,9,5,63.0,91
1,75,No,6,0,50.0,86
2,43,No,4,7,15.0,57
9,86,No,5,2,79.0,80
9,54,No,8,0,49.0,76
6,71,No,7,9,63.0,89
6,57,No,7,0,42.0,74
4,53,No,5,0,32.0,54
4,97,No,8,4,84.0,82
5,40,No,6,4,26.0,65
3,81,No,7,0,62.0,80
1,59,No,8,4,33.0,87
1,49,Yes,8,6,28.0,54
7,49,No,4,4,36.0,75
1,98,Yes,5,8,73.0,99
1,63,Yes,8,3,37.0,91
3,73,Yes,6,8,53.0,73
4,67,Yes,7,7,48.0,80
4,66,No,4,0,48.0,80
2,79,Yes,6,3,54.0,79
1,40,Yes,7,6,12.0,60
3,72,Yes,5,0,46.0,78
4,43,No,6,7,24.0,42
3,46,Yes,7,1,26.0,72
8,48,Yes,4,7,42.0,74
1,55,No,7,3,28.0,65
2,44,No,8,7,20.0,82
7,73,No,4,0,61.0,74
4,99,No,6,4,80.0,84
8,62,No,9,8,62.0,99
3,82,No,5,6,59.0,72
6,89,No,4,2,74.0,81
9,64,No,4,3,59.0,78
1,96,No,4,9,68.0,91
1,90,Yes,7,6,66.0,84
8,52,No,8,5,43.0,61
3,63,Yes,9,3,44.0,69
5,50,Yes,5,2,34.0,64
1,91,No,5,1,62.0,80
5,90,No,8,9,77.0,91
6,56,No,7,8,44.0,77
8,76,No,7,2,69.0,67
3,52,Yes,8,6,35.0,79
3,66,Yes,8,0,50.0,78
9,59,No,6,7,50.0,89
4,72,Yes,7,0,54.0,82
4,81,No,4,1,59.0,90
7,71,Yes,5,0,60.0,84
2,47,Yes,7,3,25.0,78
8,95,No,8,1,94.0,99
6,68,No,4,0,53.0,76
3,79,Yes,6,0,59.0,100
9,58,No,9,1,53.0,85
5,45,Yes,6,5,29.0,73
8,83,No,4,1,73.0,74
7,99,No,4,1,87.0,79
8,78,No,8,7,72.0,87
7,87,No,9,4,82.0,90
3,80,No,8,7,60.0,74
2,60,No,5,7,38.0,72
7,96,No,9,1,89.0,100
3,61,Yes,9,6,45.0,80
3,81,No,5,8,57.0,68
2,49,Yes,6,7,27.0,66
4,49,No,4,8,31.0,61
8,91,Yes,6,7,86.0,87
1,68,No,8,3,45.0,70
1,55,No,7,9,30.0,63
5,40,Yes,8,6,28.0,56
5,56,No,7,8,43.0,72
1,69,No,4,8,43.0,68
6,65,No,4,3,52.0,50
1,92,No,9,6,68.0,100
5,85,No,4,5,73.0,95
9,58,Yes,5,2,56.0,75
5,92,No,5,9,78.0,87
6,60,Yes,7,5,49.0,65
8,56,Yes,6,7,52.0,92
1,85,Yes,9,1,62.0,98
2,79,Yes,6,2,59.0,81
9,60,Yes,7,7,60.0,89
3,92,Yes,5,3,71.0,86
6,80,Yes,8,3,68.0,71
5,79,Yes,9,1,68.0,79
2,84,No,7,9,63.0,82
7,88,Yes,6,0,77.0,83
4,58,No,7,6,43.0,71
1,99,Yes,7,3,77.0,86
4,46,Yes,4,5,28.0,66
6,56,No,5,7,47.0,75
7,40,Yes,9,6,34.0,60
7,76,No,4,6,64.0,75
7,96,Yes,5,5,88.0,80
3,45,No,7,3,21.0,73
6,65,No,5,3,53.0,58
8,41,Yes,6,8,34.0,80
4,98,Yes,9,4,83.0,100
8,71,Yes,4,8,67.0,80
2,96,Yes,9,8,75.0,62
9,87,No,7,3,88.0,88
9,93,No,6,1,87.0,90
8,44,No,5,1,32.0,59
1,76,No,5,8,50.0,71
2,70,No,6,8,50.0,90
6,51,No,5,2,38.0,77
5,74,No,4,4,57.0,70
9,69,Yes,8,4,64.0,67
5,87,Yes,5,1,71.0,81
2,45,Yes,7,1,19.0,61
4,54,Yes,5,9,38.0,76
9,54,Yes,9,0,52.0,72
1,55,Yes,7,1,27.0,71
1,59,Yes,5,6,32.0,86
7,52,Yes,5,0,45.0,81
3,83,No,7,0,61.0,80
2,81,Yes,4,8,57.0,77
9,85,Yes,8,1,83.0,86
3,70,Yes,8,3,48.0,86
2,73,No,4,2,50.0,70
8,68,Yes,5,3,61.0,81
6,42,No,8,6,29.0,68
6,48,No,4,9,37.0,66
7,50,Yes,4,1,39.0,59
7,50,No,8,1,39.0,74
6,64,Yes,7,8,54.0,77
4,61,Yes,6,5,46.0,79
9,81,Yes,7,6,78.0,82
6,97,No,5,4,83.0,100
4,85,Yes,7,4,64.0,74
3,48,Yes,9,3,26.0,82
4,59,Yes,6,7,41.0,56
3,98,No,6,6,76.0,90
2,60,No,4,9,35.0,74
5,49,No,9,1,39.0,64
2,61,No,5,1,39.0,75
6,68,Yes,4,5,54.0,89
3,48,Yes,7,0,28.0,47
6,44,No,7,6,30.0,72
9,79,Yes,8,7,81.0,66
1,50,No,4,9,24.0,57
6,40,Yes,9,7,32.0,83
9,92,Yes,4,2,87.0,86
4,81,No,4,6,66.0,72
2,40,No,4,0,13.0,59
4,97,Yes,6,2,76.0,100
1,93,No,8,5,68.0,66
3,78,Yes,5,8,57.0,69
9,99,Yes,5,4,98.0,100
5,85,Yes,5,4,69.0,100
6,44,Yes,6,8,34.0,68
3,88,No,8,8,68.0,72
5,61,Yes,9,5,47.0,94
8,65,Yes,8,4,60.0,94
6,92,Yes,6,9,83.0,95
4,45,No,9,1,25.0,58
2,71,Yes,4,7,50.0,75
9,87,No,7,7,87.0,89
1,50,No,4,6,22.0,68
1,49,No,5,7,22.0,78
4,86,No,4,2,62.0,89
7,78,No,6,2,72.0,75
1,94,No,5,1,66.0,95
9,73,No,7,0,71.0,87
4,70,Yes,9,2,53.0,83
3,51,Yes,9,2,32.0,82
1,90,No,5,6,65.0,72
4,83,No,4,9,65.0,82
9,55,No,8,8,50.0,71
6,77,Yes,8,0,66.0,68
6,42,No,9,7,29.0,71
1,41,Yes,8,0,13.0,84
2,91,Yes,5,2,66.0,66
6,44,No,8,3,32.0,68
2,50,Yes,6,7,26.0,72
3,97,No,9,0,75.0,87
4,64,No,7,1,46.0,73
5,74,No,8,4,62.0,69
9,74,Yes,6,5,69.0,86
4,61,No,6,4,43.0,66
9,76,Yes,5,2,74.0,66
3,61,No,9,9,43.0,84
8,94,No,5,6,86.0,99
1,50,No,7,0,24.0,66
9,71,No,7,1,67.0,85
9,74,No,4,8,71.0,94
2,70,Yes,7,3,48.0,77
4,84,No,9,7,64.0,90
8,92,No,9,8,88.0,89
7,47,No,5,6,39.0,83
1,59,Yes,6,0,35.0,73
5,81,No,4,4,67.0,85
7,73,No,7,5,65.0,70
4,43,No,6,7,27.0,69
1,57,No,5,9,32.0,61
9,90,Yes,8,7,89.0,86
5,43,No,4,8,30.0,60
2,59,Yes,9,8,37.0,61
8,97,Yes,6,3,91.0,100
2,48,Yes,5,5,26.0,78
3,55,Yes,5,2,32.0,86
1,65,No,4,0,34.0,58
2,77,No,4,5,51.0,77
7,64,Yes,7,0,56.0,67
2,43,Yes,7,8,26.0,60
6,80,Yes,9,5,73.0,77
3,98,No,9,0,80.0,99
4,84,Yes,4,2,69.0,80
8,80,Yes,4,0,73.0,95
3,77,Yes,6,1,55.0,83
6,92,Yes,7,5,82.0,100
1,58,Yes,5,6,32.0,55
7,53,No,7,0,41.0,84
8,60,Yes,7,9,55.0,88
8,54,No,4,4,43.0,64
3,42,No,4,5,20.0,73
1,76,No,7,3,50.0,79
9,92,No,8,5,90.0,90
6,89,No,8,4,82.0,81
9,85,Yes,9,6,85.0,84
7,55,No,7,3,49.0,94
1,53,No,8,0,24.0,65
1,48,Yes,9,1,25.0,73
6,86,No,9,5,76.0,79
5,46,Yes,7,9,33.0,62
9,53,Yes,9,1,48.0,85
2,45,Yes,4,4,21.0,52
8,60,Yes,4,3,58.0,75
5,54,Yes,4,6,40.0,72
2,91,No,5,3,67.0,84
6,47,Yes,4,6,35.0,68
8,73,Yes,4,7,68.0,87
4,79,No,7,6,66.0,89
2,40,No,8,1,16.0,69
5,71,No,8,0,57.0,70
2,97,No,4,4,73.0,83
2,88,Yes,4,6,64.0,92
6,90,No,4,0,77.0,95
9,44,Yes,9,7,46.0,62
4,69,No,7,2,50.0,79
6,61,No,7,6,50.0,58
7,59,No,7,2,51.0,77
6,55,No,8,3,43.0,90
8,46,No,5,7,40.0,63
4,46,Yes,8,1,30.0,60
1,89,Yes,7,5,63.0,88
7,89,Yes,6,9,82.0,75
3,41,No,5,8,20.0,58
6,86,Yes,4,9,73.0,91
2,53,No,9,8,32.0,63
9,70,No,8,4,67.0,81
1,89,Yes,9,2,69.0,90
6,80,Yes,5,5,67.0,87
6,53,No,6,8,44.0,76
5,44,No,5,5,29.0,64
5,50,Yes,8,3,38.0,74
1,79,No,7,4,52.0,76
5,44,Yes,4,6,25.0,70
2,68,Yes,7,9,46.0,70
7,50,No,7,2,42.0,71
3,44,No,8,8,24.0,56
4,88,No,7,0,70.0,84
3,93,No,7,7,78.0,80
3,71,Yes,8,4,51.0,66
4,75,No,8,9,61.0,83
5,54,Yes,6,8,38.0,73
1,58,Yes,7,1,34.0,77
4,61,No,5,0,42.0,69
8,73,Yes,4,9,68.0,87
7,95,No,9,6,87.0,96
9,56,No,4,9,53.0,81
5,51,Yes,8,8,39.0,64
4,64,Yes,9,4,45.0,75
8,95,Yes,8,3,89.0,95
9,56,No,6,3,53.0,77
7,49,No,7,7,39.0,52
7,67,Yes,8,0,59.0,81
5,96,No,8,0,81.0,100
4,57,No,4,7,40.0,69
1,90,Yes,7,1,64.0,75
7,57,No,6,9,53.0,81
1,84,Yes,8,5,56.0,81
1,71,Yes,8,1,44.0,84
5,53,Yes,8,4,41.0,61
9,95,No,4,2,91.0,99
6,55,Yes,8,6,46.0,80
3,89,Yes,8,8,65.0,81
3,97,Yes,4,1,76.0,90
7,57,Yes,8,6,50.0,85
6,55,No,7,7,45.0,82
9,56,Yes,7,9,55.0,67
6,46,No,4,7,33.0,76
5,51,Yes,7,6,37.0,70
7,73,No,9,3,63.0,82
1,49,No,9,3,24.0,66
7,44,No,9,9,37.0,69
3,60,No,6,8,39.0,82
9,42,Yes,8,9,41.0,71
6,58,Yes,6,8,46.0,64
9,84,No,7,4,78.0,84
5,83,No,4,6,69.0,85
7,74,No,9,6,71.0,96
4,45,Yes,4,8,28.0,72
7,53,No,6,6,45.0,66
1,43,No,7,7,20.0,86
7,84,Yes,8,6,81.0,91
8,90,Yes,7,3,85.0,100
5,57,Yes,9,1,42.0,71
2,68,Yes,7,2,46.0,79
5,74,Yes,4,6,60.0,88
6,91,Yes,5,8,82.0,100
2,77,No,9,1,55.0,88
6,55,No,8,6,44.0,81
6,59,Yes,9,3,47.0,72
1,63,No,9,6,41.0,67
1,74,Yes,8,4,48.0,78
3,83,No,9,6,62.0,89
3,90,Yes,4,5,64.0,80
4,58,Yes,7,1,40.0,82
2,95,No,4,6,70.0,97
9,43,No,7,4,39.0,63
7,72,Yes,5,8,63.0,74
7,41,Yes,9,0,32.0,67
6,52,Yes,5,0,37.0,73
3,97,Yes,6,1,75.0,81
6,84,Yes,7,7,72.0,97
8,69,Yes,4,8,63.0,85
8,73,No,4,6,64.0,82
9,69,No,9,0,69.0,70
1,90,No,4,6,63.0,69
1,93,No,6,7,65.0,85
3,63,No,8,6,44.0,54
3,87,Yes,4,4,65.0,91
8,83,Yes,9,6,81.0,87
1,72,No,5,9,45.0,100
2,80,Yes,4,1,59.0,100
2,88,No,4,8,67.0,81
3,49,No,4,1,34.0,68
6,57,Yes,9,1,46.0,83
1,58,Yes,8,4,35.0,85
2,46,No,4,7,22.0,50
1,96,No,8,5,72.0,69
5,58,No,8,8,47.0,69
7,63,No,6,5,55.0,83
8,54,Yes,5,4,47.0,79
1,80,No,4,0,55.0,88
7,81,Yes,4,7,74.0,75
5,62,No,4,2,49.0,54
1,91,No,8,1,68.0,91
3,91,Yes,7,6,72.0,77
7,43,Yes,5,1,32.0,50
1,77,Yes,9,0,51.0,78
7,43,Yes,4,1,34.0,77
5,44,Yes,7,5,33.0,68
1,80,No,7,1,56.0,74
1,83,No,7,0,54.0,76
1,62,No,5,0,33.0,66
9,79,Yes,7,3,78.0,75
3,92,Yes,9,7,77.0,80
5,76,Yes,4,5,62.0,86
9,50,No,9,3,51.0,79
6,94,Yes,4,5,78.0,89
9,50,No,6,5,46.0,65
8,52,No,8,8,50.0,74
8,53,No,7,3,47.0,55
1,99,Yes,9,5,74.0,87
9,47,No,8,9,47.0,88
6,64,No,8,0,52.0,63
9,57,No,8,6,54.0,72
3,90,Yes,8,6,69.0,87
3,83,No,8,0,64.0,93
6,83,Yes,4,7,69.0,80
9,57,Yes,5,4,58.0,73
7,49,No,7,8,37.0,53
3,46,No,7,7,26.0,67
3,99,Yes,4,2,80.0,100
2,89,No,9,0,64.0,84
9,83,Yes,4,2,78.0,87
3,53,Yes,8,1,35.0,73
5,54,Yes,5,1,36.0,70
9,55,No,7,3,55.0,70
8,41,Yes,9,1,36.0,78
2,69,Yes,6,7,46.0,76
3,69,No,4,4,51.0,76
2,57,No,6,0,30.0,59
8,70,Yes,7,5,68.0,95
6,83,Yes,4,6,69.0,90
6,87,Yes,7,0,78.0,82
9,52,No,4,2,51.0,85
8,59,Yes,9,8,55.0,73
4,88,Yes,7,6,72.0,78
4,89,No,6,3,71.0,77
9,74,No,5,5,69.0,67
1,62,Yes,9,5,38.0,75
2,81,No,9,2,61.0,64
2,72,Yes,4,1,49.0,64
6,77,Yes,6,4,67.0,64
4,74,No,7,7,56.0,78
3,90,Yes,6,2,68.0,82
3,75,Yes,9,4,60.0,77
3,59,No,4,2,34.0,60
6,94,Yes,6,6,83.0,79
8,42,No,7,5,37.0,75
7,47,Yes,8,5,42.0,68
4,79,No,9,0,62.0,84
4,98,No,5,1,80.0,80
2,71,No,5,5,46.0,76
1,68,No,9,7,47.0,87
9,46,No,8,4,46.0,80
2,41,No,4,1,13.0,57
8,60,Yes,6,4,55.0,80
9,45,Yes,6,8,42.0,70
4,67,No,8,5,51.0,76
8,87,Yes,8,4,81.0,85
9,81,No,7,9,75.0,85
5,75,No,7,5,59.0,81
7,71,Yes,5,8,62.0,72
4,84,No,4,6,65.0,73
1,81,Yes,4,9,51.0,64
3,92,No,8,2,73.0,71
5,85,No,5,9,68.0,72
3,48,Yes,5,9,28.0,68
7,50,No,7,4,39.0,63
9,62,No,6,3,55.0,83
6,89,No,4,4,76.0,87
1,50,Yes,5,7,24.0,47
7,88,Yes,7,5,81.0,94
3,41,Yes,7,3,24.0,73
5,42,Yes,7,4,29.0,58
4,50,Yes,6,6,37.0,74
5,89,No,5,7,74.0,78
5,98,Yes,8,4,84.0,91
6,74,Yes,8,1,64.0,70
6,97,No,7,5,90.0,76
8,54,No,7,8,46.0,71
8,82,Yes,6,2,79.0,87
9,50,No,7,6,48.0,71
8,70,No,9,7,65.0,71
2,67,No,5,5,46.0,71
1,67,Yes,7,2,39.0,74
2,71,No,7,0,49.0,75
2,64,No,5,2,39.0,73
3,59,Yes,4,5,40.0,66
7,67,No,9,3,60.0,91
2,64,No,9,0,43.0,62
1,50,Yes,8,5,25.0,70
6,58,Yes,7,0,45.0,85
9,67,Yes,5,7,64.0,86
3,40,No,8,2,20.0,62
6,98,Yes,6,2,87.0,86
3,44,Yes,4,0,23.0,74
1,49,No,7,2,23.0,52
5,81,No,4,6,67.0,74
4,85,No,7,9,74.0,82
7,73,No,7,7,64.0,93
6,75,No,7,7,66.0,86
7,41,Yes,4,2,29.0,59
5,57,Yes,9,4,42.0,70
4,52,Yes,6,0,37.0,65
7,90,No,9,8,82.0,82
7,44,Yes,5,7,35.0,79
6,59,No,5,9,46.0,62
8,41,No,9,1,40.0,86
4,50,Yes,6,9,34.0,77
5,69,Yes,6,0,52.0,87
4,71,No,7,3,52.0,72
1,71,No,7,8,50.0,75
8,97,Yes,5,7,91.0,79
1,89,Yes,7,2,64.0,77
5,77,No,7,9,67.0,87
6,94,No,6,5,85.0,100
6,67,No,4,8,53.0,67
5,49,No,9,9,35.0,66
3,61,Yes,8,7,41.0,71
5,94,Yes,8,9,81.0,76
8,56,No,7,4,52.0,82
2,61,No,7,8,39.0,65
6,82,Yes,9,8,72.0,83
9,58,No,8,2,55.0,74
8,56,No,6,7,49.0,68
8,63,No,8,3,60.0,80
8,75,No,8,9,69.0,82
7,71,No,8,6,63.0,78
8,97,No,7,9,94.0,87
6,95,Yes,7,7,86.0,93
2,97,No,9,6,75.0,100
2,85,Yes,8,4,66.0,84
8,98,Yes,7,0,97.0,100
1,91,Yes,9,7,71.0,72
6,75,No,8,4,59.0,81
6,67,No,6,2,54.0,67
4,53,No,7,1,34.0,56
3,97,Yes,4,2,77.0,80
3,75,Yes,9,8,60.0,91
1,45,No,7,1,16.0,71
3,48,No,6,9,30.0,70
4,60,Yes,6,0,42.0,59
5,51,Yes,7,1,36.0,68
3,97,Yes,5,1,77.0,90
6,69,No,9,4,58.0,81
5,70,Yes,8,0,58.0,62
3,79,Yes,8,9,60.0,72
6,95,Yes,6,7,87.0,90
6,43,No,7,1,30.0,73
8,70,No,5,5,59.0,60
2,66,No,9,4,42.0,71
1,97,Yes,4,1,70.0,85
4,96,Yes,8,9,82.0,97
7,64,Yes,9,0,56.0,85
3,44,Yes,9,5,24.0,71
3,45,No,5,5,27.0,59
5,44,Yes,9,2,33.0,52
5,90,Yes,8,7,75.0,82
3,66,No,7,8,45.0,83
9,47,Yes,8,2,45.0,87
4,48,Yes,4,8,30.0,74
3,54,Yes,7,7,29.0,71
2,75,No,6,4,50.0,79
9,96,Yes,5,5,95.0,89
4,80,No,8,0,63.0,80
3,46,Yes,7,4,24.0,81
7,71,No,9,9,63.0,73
8,47,No,7,9,41.0,87
2,86,No,8,6,69.0,81
7,90,Yes,6,0,81.0,100
5,54,Yes,8,9,40.0,59
5,76,No,6,8,66.0,88
3,58,No,9,6,40.0,65
5,78,Yes,8,3,63.0,68
2,45,No,7,3,21.0,66
4,98,Yes,4,9,81.0,98
6,58,Yes,4,6,47.0,67
1,96,No,9,5,69.0,70
4,67,No,7,2,47.0,74
6,56,Yes,4,8,44.0,73
9,81,Yes,9,5,78.0,92
2,58,Yes,6,1,36.0,79
7,70,No,7,9,60.0,79
6,50,Yes,6,1,43.0,90
2,54,No,7,0,30.0,70
8,49,No,6,4,43.0,70
7,82,Yes,6,9,75.0,71
5,62,No,4,5,46.0,72
5,42,No,7,2,29.0,64
7,42,No,8,3,33.0,78
9,57,No,4,4,51.0,81
9,64,Yes,6,3,58.0,68
9,82,Yes,6,8,81.0,90
6,59,No,8,2,49.0,82
6,97,No,8,4,84.0,100
3,68,No,6,6,47.0,83
1,61,No,8,6,38.0,78
7,89,No,5,5,78.0,88
4,96,Yes,4,8,77.0,90
1,54,Yes,7,6,29.0,79
8,78,Yes,8,3,76.0,74
6,49,Yes,8,9,41.0,69
6,60,No,5,8,51.0,69
2,94,No,7,5,70.0,87
1,91,Yes,5,0,63.0,92
2,68,Yes,7,8,46.0,69
4,71,Yes,4,6,53.0,55
2,49,No,8,5,25.0,62
1,52,No,4,5,26.0,74
7,86,No,7,3,74.0,91
8,62,Yes,8,3,57.0,83
6,89,Yes,5,2,80.0,86
4,62,No,6,7,45.0,62
6,70,No,5,7,56.0,83
3,43,No,6,1,19.0,56
8,91,Yes,5,4,86.0,100
2,88,No,7,8,70.0,89
5,99,No,4,8,85.0,85
1,42,Yes,6,6,16.0,56
6,60,No,7,3,47.0,74
2,92,No,4,3,65.0,80
4,41,No,4,9,23.0,75
6,43,No,8,6,29.0,69
8,40,Yes,8,2,36.0,64
8,54,No,8,2,49.0,93
6,96,Yes,6,4,85.0,91
4,72,No,6,5,56.0,85
8,45,Yes,4,7,39.0,66
8,46,No,6,0,40.0,75
1,58,No,4,6,33.0,72
4,83,Yes,7,7,67.0,66
4,40,No,5,4,19.0,82
7,78,No,4,9,74.0,97
7,58,Yes,4,1,47.0,71
8,84,No,7,3,77.0,77
5,65,No,8,5,52.0,80
7,83,No,9,8,76.0,87
8,51,No,8,1,42.0,76
9,61,No,8,3,56.0,80
3,52,Yes,4,9,30.0,72
3,67,Yes,4,4,47.0,88
4,53,No,6,7,34.0,75
5,61,No,6,7,48.0,65
1,69,Yes,5,1,42.0,85
7,83,Yes,5,5,74.0,100
9,59,Yes,9,5,58.0,100
8,83,Yes,6,4,75.0,76
5,66,Yes,4,7,54.0,80
4,77,Yes,7,9,62.0,62
7,98,No,6,1,88.0,96
5,81,No,4,1,64.0,77
7,91,No,6,6,81.0,100
1,95,No,8,8,69.0,77
1,80,No,6,2,51.0,61
3,73,Yes,9,6,52.0,72
2,78,Yes,8,2,58.0,61
2,80,Yes,4,5,55.0,85
7,96,Yes,8,2,86.0,72
2,83,Yes,6,0,62.0,81
4,76,Yes,8,5,60.0,61
2,40,No,9,2,15.0,59
6,93,No,7,0,82.0,100
8,54,Yes,8,4,52.0,80
4,71,No,9,7,57.0,71
5,47,Yes,8,7,34.0,69
4,72,No,5,7,55.0,78
3,57,Yes,7,2,39.0,76
5,84,Yes,4,7,73.0,73
9,68,No,9,3,64.0,87
8,71,Yes,8,7,67.0,58
8,72,No,7,2,67.0,77
8,44,No,4,2,36.0,66
8,57,Yes,7,0,52.0,82
7,87,Yes,9,7,85.0,90
8,97,Yes,5,7,91.0,80
8,49,No,9,8,42.0,64
8,75,No,9,5,74.0,87
7,72,Yes,4,1,65.0,81
1,62,Yes,4,0,36.0,65
4,79,Yes,8,7,63.0,77
4,44,Yes,6,9,29.0,74
5,73,Yes,9,3,60.0,75
6,63,Yes,4,6,50.0,75
4,56,Yes,9,9,40.0,92
2,70,No,9,3,48.0,62
6,46,No,4,0,33.0,52
8,56,Yes,5,7,51.0,83
8,67,Yes,5,9,64.0,75
7,77,No,9,8,70.0,81
6,61,Yes,5,9,49.0,68
2,54,No,9,8,33.0,67
7,76,No,8,8,69.0,98
5,54,Yes,4,3,41.0,80
6,89,No,9,8,79.0,96
8,89,No,5,3,81.0,76
8,64,Yes,5,1,57.0,68
3,92,Yes,7,9,73.0,59
7,60,No,7,2,49.0,68
1,94,Yes,5,1,64.0,90
1,77,No,8,0,49.0,80
7,41,No,6,5,31.0,66
9,66,No,9,3,61.0,80
7,88,No,7,6,81.0,82
5,71,No,9,6,59.0,81
8,60,No,7,9,54.0,84
2,43,Yes,4,0,18.0,48
9,83,Yes,4,8,80.0,91
6,58,Yes,5,7,43.0,82
9,41,Yes,4,9,39.0,68
2,65,No,4,0,39.0,78
3,73,No,6,7,51.0,100
8,53,No,8,4,49.0,75
1,54,No,5,0,27.0,70
7,59,No,6,3,51.0,70
7,73,Yes,5,6,64.0,83
1,75,Yes,8,4,51.0,80
9,58,Yes,5,2,56.0,80
8,48,No,9,3,46.0,65
4,46,No,9,1,28.0,69
5,69,Yes,9,7,57.0,92
2,52,No,4,1,28.0,71
9,66,No,8,5,65.0,91
6,83,Yes,6,6,71.0,82
3,74,No,6,6,54.0,84
7,52,Yes,7,0,44.0,76
9,54,Yes,6,7,52.0,68
3,85,Yes,9,8,71.0,87
2,95,Yes,9,6,74.0,77
7,48,No,7,7,38.0,65
7,84,No,4,3,75.0,88
4,62,No,6,7,43.0,76
9,93,Yes,8,2,90.0,81
8,75,No,7,0,69.0,93
1,92,Yes,6,7,67.0,88
1,79,No,4,5,52.0,70
5,42,No,8,8,27.0,53
6,73,Yes,8,2,63.0,80
3,58,No,4,7,41.0,68
9,67,Yes,6,8,67.0,84
6,62,Yes,5,8,47.0,71
4,79,No,6,6,61.0,62
7,88,No,7,9,82.0,85
8,84,No,7,2,75.0,83
9,46,No,6,2,37.0,76
6,80,Yes,9,1,68.0,77
6,51,Yes,7,0,37.0,86
8,53,No,5,1,49.0,58
5,85,No,9,4,73.0,97
3,54,No,5,0,32.0,67
3,42,Yes,8,9,23.0,73
6,54,No,7,3,43.0,74
2,90,Yes,9,9,70.0,94
6,63,No,6,9,53.0,74
6,91,No,9,0,81.0,78
8,85,Yes,8,9,84.0,100
7,47,Yes,5,7,38.0,70
8,44,No,8,4,40.0,74
9,90,Yes,4,9,88.0,100
6,43,Yes,7,3,32.0,59
3,53,No,6,2,31.0,74
3,55,Yes,5,8,35.0,64
1,59,Yes,8,5,34.0,68
5,63,No,6,0,49.0,76
4,45,No,7,7,28.0,53
9,94,Yes,6,9,91.0,85
9,96,No,7,1,90.0,100
5,70,Yes,7,8,55.0,86
4,45,Yes,7,6,27.0,66
7,74,Yes,8,2,67.0,85
6,54,No,7,3,41.0,70
4,68,Yes,6,2,53.0,89
2,42,Yes,4,5,15.0,60
1,50,Yes,6,8,26.0,68
4,42,No,8,9,22.0,75
4,67,No,7,8,48.0,68
1,49,No,4,0,19.0,78
6,89,Yes,8,9,78.0,73
4,72,Yes,5,5,53.0,92
1,87,No,5,0,61.0,77
1,55,Yes,5,3,30.0,66
1,98,Yes,4,6,70.0,67
8,49,Yes,6,3,42.0,68
8,72,Yes,4,8,67.0,73
2,75,No,4,9,51.0,71
7,42,No,4,4,35.0,69
8,44,No,5,8,38.0,80
8,51,Yes,9,0,44.0,75
7,96,Yes,6,3,86.0,93
5,83,No,9,6,68.0,73
1,52,No,9,1,25.0,58
9,63,No,4,8,59.0,96
7,83,Yes,6,2,74.0,79
2,96,No,9,3,73.0,100
6,71,Yes,7,3,61.0,78
2,55,No,4,7,32.0,69
1,71,Yes,4,1,41.0,82
7,84,Yes,4,4,72.0,96
2,76,No,7,1,51.0,75
2,95,Yes,7,5,72.0,81
5,75,Yes,5,8,60.0,79
5,60,No,8,8,46.0,77
7,86,No,6,0,77.0,95
1,51,No,8,3,23.0,65
8,90,Yes,4,3,82.0,95
3,60,Yes,9,0,37.0,86
4,99,No,4,9,80.0,92
9,90,No,9,1,87.0,94
4,60,Yes,5,5,41.0,58
5,82,No,8,9,67.0,59
7,92,No,4,2,81.0,92
4,45,Yes,8,8,30.0,67
1,48,Yes,5,2,19.0,59
9,40,No,8,2,39.0,74
4,51,Yes,9,8,34.0,69
9,97,Yes,6,2,93.0,100
6,53,No,5,5,43.0,74
1,45,No,8,5,21.0,57
3,40,No,4,0,17.0,72
2,61,Yes,7,6,40.0,70
9,73,No,7,8,68.0,88
1,95,Yes,5,8,74.0,81
9,50,No,7,8,45.0,68
9,42,Yes,6,1,38.0,72
8,81,Yes,5,0,76.0,87
8,45,No,4,5,38.0,75
1,45,Yes,4,5,18.0,60
8,59,No,5,3,54.0,61
3,60,No,7,7,42.0,69
7,41,Yes,7,4,31.0,75
1,65,Yes,4,6,42.0,70
1,70,Yes,6,8,44.0,71
5,65,No,9,0,54.0,86
5,95,No,7,8,83.0,83
8,71,No,6,3,64.0,67
7,49,No,7,6,38.0,70
8,62,No,9,3,57.0,74
6,97,No,5,3,83.0,80
